Je me suis fait tout petit,Philip Catherine
Je ne sais pas,John Cocuzzi
Je Ne Sais Pas,Lionel Hampton Quintet
Je suis sous,Serge Kottelat / Claude Hauser
Je suis swing,Les pommes de ma douche
Jealous Guy,Sam Yahel
Jeepers Creepers,Neville Dickie
Jeepers Creepers,Ralph Sutton & Bernd Lhotzky
Jeepers Creepers,Rebecca Kilgore & Dan Barrett' s Celestial Six
Jeep's Blues,Ambass Town Jazz Band
Jeep's Blues,Dusko Goykovich & International Jazz Orchestra
Jeep's Blues,George Scheibel Big Band
Jeep's Blues,Jazz Connexion
Jelly Jelly,Freddy Cole
Jelly Roll,Charles Mingus
Jelly Roll,Nina Simone
Jeri,Moritz Peter Quartet
Jersey Bounce,Benny Goodman Sextet
Jessica,Barbara Dennerlein
Jesus Children Of America,Jeff Golub
Jesus Give Me Water,Sam Cooke and The Soul Stirrers
Jet Set,Dave Pike
Jim,Oscar Peterson Trio & Clark Terry
Jim Dawg,"Harry ""Sweets"" Edison & Eddie ""Lockjaw"" Davis"
Jimmy's Walk,Barbara Dennerlein
Jingle Bell Jamboree,Keb' Mo'
Jingle bell rock,John Hicks
Jingle Bell Rock,Laura Pausini & Patrick Williams Orchestra
Jingle Bells,Benny Goodman Orchestra
Jingle Bells,Boots Randolph
Jingle Bells,C.S. Heath
Jingle Bells,Dani Felber Big Band
Jingle Bells,Diana Krall feat. Clayton/Hamilton Orchestra
Jingle Bells,Duke Ellington Orchestra
Jingle Bells,Ella Fitzgerald
Jingle Bells,Frank Vignola Quintet
Jingle Bells,Gene Krupa Trio
Jingle Bells,Glenn Miller Orchestra
Jingle Bells,James Morrison Big Band
Jingle Bells,Jimmy Smith
Jingle Bells,Marcel Thomi
Jingle Bells,Natalie Cole
Jingle Bells,Peter White
Jingle Bells,Slam Stewart & Red Norvo
Jingle bells,Steve Kuhn
Jingle Bells,The Swingin' Jazz Circus
Jingle Bells,Travelin' Light
Jingle Bells Boogie,Silvan Zingg Trio
Jingle Bells (Vive Le Vent),Nicolas Hafner Swisstet
Jingle blues,John Hicks
Jitterbug Waltz,Bob Barton
Jitterbug Waltz,Chick Corea New Trio
Jitterbug Waltz,Paolo Alderighi
Jive At Five,Bud Shank Quartet
Jive At Five,Count Basie Orchestra
Jive At Five,Joe Newman Quintet
Jive At Five,Nat Pierce Quartet
Jive Samba,George Duke
Jivin' the vibes,Lionel Hampton Orchestra
Jo Angelyn,Hollywood Blue Flames
Jo Jo,Peter Eigenmann Trio
Joan / Cape Town Flowers,Abdullah Ibrahim (Dollar Brand)
Joanne Julia,Kenny Barron Quartet
Jockey Full Of Bourbon,Youn Sun Nah
Joe's Dream,Beck / Landolf / Rossy
Joe's Funky Blues,Cinq
Joe's Moonblues,Nils Landgren
John And Mamie,Mark Whitfield
John Brown's Body,Oscar Peterson Trio & Milt Jackson
Johnny Come Lately,Garrison Fewell Quartet
Johnny Come Lately,Organ-X Plus
John's Groove,Barney Wilen & Milt Jackson
Johnson Machine Gun,Zora Young
Jo-House Blues,Five Play
Jolly Jume Jumey (Wycliffe II),Wycliffe Gordon
Jolly Old St. Nicholas,Chris Dawson
Jones,Charly Antolini
Joni Mitchell,Hans Feigenwinter feat. Wolfgang Zwiauer
Jordu,Conte Candoli
Jordu,George Shearing
Jordu,Tito Puente and His Latin Ensemble
Joshua Fit The Battle Of Jericho,Hampton Hawes
Joshua Fit The Battle Of Jericho,Sandy Patton & Martin Jufer
Joy Ride,Andreas Sobczyk Quartett
Joy Spring,Anachronic Jazz Band
Joy To The World,Chet Baker
Joy To The World,Eddie Higgins Trio
Joy To The World,Joan Faulkner & Gustav Csik
Joy To The World,Mark Shane's X-Mas Allstars
Joyce's Samba,Erich Gandet Quintet
Joyeuse bonne idée,Slight Confusion 4tet
Joyful,Aion Quintett
J.P. Blues,Joe Pass & Plas Johnson
JP's Tee,Nik Payton
J'suis bien,Nicolas Hafner Swisstet
Jubilation,Art Farmer
Jubilation,Robi Weber Quartet
Jubilesta,Dan Barrett Quartet
Julia's Glance (The Girl On The Bike),Martin Dahanukar
Jump For Joy,Sarah Vaughan
Jump for Me,Marty Paich
Jump for Me,Shorty Rogers Orchestra
"Jump, Jive An' Wail",Louis Prima with Keely Smith & Sam Butera and The Witnesses
Jump Lester Jump,Alive Saxtett
Jump Time Blues,Cedric Moos
Jumpin' At The Lake,Chris Conz Trio
Jumpin' Blues,Duke Robillard
Jumpin' The Blues,"Clarence ""Gatemouth"" Brown"
Jumpin' With Symphony Sid,Larry Vuckovich
Jumpin' With Symphony Sid,Ray Bryant Trio
Jumping At Shadows,Henrik Freischlader feat. Mike Andersen
Jumping At The Woodside,Milt Hinton
June Bug,Stanley Turrentine & Hubert Laws
June Night,WitchCraft
Jungle,Kellylee Evans
Jungle City,Alexandre Nussbaum Acoustic Trio
Jungle News,Max Lässer's Ark
Jungle Queen,Urgent Feel
Junior Parker,Jean-Jacques Milteau
Just A Beer,Simon Wyrsch
Just A Blues,Che & Ray
Just A Closer Walk,Wolverines Jazz Band
Just A Closer Walk With Thee,Gene Harris Quartet
Just A Closer Walk With Thee,Hampton Hawes
Just A Gigolo / I Ain't Got Nobody,Louis Prima
Just A Gigolo / I Ain't Got Nobody,Pepe Lienhard Orchester feat. Pino Gasparini
Just A Gigolo / I Ain't Got Nobody,UIB Jazz Orchestra
Just A Gigolo,Ray Brown & Benny Green
Just A Little Bit,Tom Gaebel
Just A Little Bit South Of North Carolina,Tuxedo Big Band
Just A Little Lovin',Shirley Horn
Just A Memory,Johnny Hodges
Just A Moment,Daniel Cerny & Jörg Niessner
Just A Mood,JCT All Stars
Just A Song,Virginie Teychené
Just An Excuse,Larry Carlton
Just Another Sunday,George Benson & Red Holloway
Just A-Sittin' And A-Rockin',Ben Webster
Just A-Sittin' And A-Rockin',Cleo Laine
Just Awake,Giulio Granati Trio
Just Because You Can,Catherine Russell
Just Because You Can,Rachelle Garniez
Just Enough,Eliane Elias & Herbie Hancock
Just For A Thrill,Lillian Boutté
Just For You,Dave Ruosch Trio
Just Friends,Benny Bailey
Just Friends,Bernita Bush & Juan Gonzalez Trio
Just Friends,Bill Perkins with Richie Kamuca
Just Friends,Joe Williams
Just Friends,Milt Hinton & Richard Wyands
Just Friends,Pat Martino
Just Friends,"Victoria Mozalevskaya, Lukas Thöni, Ulrich Althaus, Ernö Mericske, Lorenz Beyeler & Tobias Friedli"
Just Imagine,Benny Carter
Just In Time,Barney Kessel & Hampton Hawes Quintet
Just In Time,Charlie Byrd / Herb Ellis / Barney Kessel
Just in Time,Chris Connor
Just In Time,Dean Martin & Nelson Riddle Orchestra
Just In Time,Scott Hamilton
Just In Time,Shawnn Monteiro
Just In Time,Tommy Flanagan
Just In Time,Tony DeSare
Just Look What You Have Done,Richard Koechli & Blue Roots Company
Just One More Chance,Ernestine Anderson
Just One Of Those Things,Billie Holiday
Just One Of Those Things,Claude Bolling Trio
Just One Of Those Things,Diana Krall
Just One Of Those Things,Fere Scheidegger & His Anniversary Band
Just One Of Those Things,Flavio Ambrosetti
Just One Of Those Things,Jamie Cullum
Just One Of Those Things,Karin Krog
Just One Of Those Things,Lou Mecca Quartet
Just One Of Those Things,Pat's Big Band
Just One Of Those Things,Rosemary Clooney
Just Squeeze Me,Claude Bolling Trio
Just Squeeze Me,José James & Jef Neve
Just Squeeze Me,Kenny Burrell
Just Squeeze Me,Mark Murphy
Just Squeeze Me,Metronome Quintett
Just Squeeze Me,Paul Desmond
Just Squeeze Me (But Don't Tease Me),Dave Grusin
Just The Two Of Us,Bill Withers with Grover Washington Jr.
Just The Two Of Us,Geraldine De Haas
Just The Two Of Us,Romero Lubambo
Just The Way You Are,Bernita Bush & Juan Gonzalez Trio
Just The Way You Are,Diana Krall
"Just You, Just Me",Irène Schweizer & Han Bennink
"Just You, Just Me",Joshua Redman & The Ray Brown Trio
"Just You, Just Me",Nat King Cole
Juste A Closer Walk With Thee,Brown Sisters
K. B. Blues,Horace Silver
K Twist,Kenny Burrell
Kakadu's Delight,Eliane Cueni / Gitta Kahle Quintet
Kansas City,Jimmy Ponder & Houston Person
Kansas City,Pinetop Perkins
Kansas City Man Blues,Andy Root's Dixie Club Jazzband
Kansas City Man Blues,Swiss Tribe
Kat Walk,Marina & The Kats
Keep Cool,Ovale Trio
Keep It Moving,Norman Brown & Gerald Albright
Keep Me In The Back Of Your Mind,Bria Skonberg
Keep That Groove Going!,Plas Johnson & Red Holloway
"Keep The Faith, Baby",Tony Bennett with K. D. Lang
Keeper Of The Flame,Malia
Keepin' Out Of Mischief Now,Dan Barrett's International Swing Party
Keepin' Out Of Mischief Now,Louis Armstrong & His All Stars
Keepin' Out Of Mischief Now,Mike Goetz
Keepin' Out Of Mischief Now,Shirley Horn
Keepin' Out Of Mischief Now,Tremble Kids
Keeps The Doctor Away,Danny Jazz Trio
Kenaston,Chilly Gonzales
Key To The Highway,B. B. King & Eric Clapton
Kickin',Michael Neff Group
Kiddio,Bernard Allison
Kiddio,John Lee Hooker
Kidney Stew Blues,"Eddie ""Cleanhead"" Vinson"
Killing Me Softly With His Song,Donald Brown
Killing Me Softly With His Song,Lisette Spinnler & Voice It
Killing Me Softly With His Song,Sonny Stitt
Kind Hearted Woman Blues,Eric Clapton
King Of The Road,Jimmy Smith & Wes Montgomery
King Porter Stomp,Paolo Alderighi
King Porter Stomp,Pasadena Roof Orchestra
Kirov In Summer,Duo Dorado
Kiss,Nubya
Kiss,The Miriam Dee Band
Kiss,Tony DeSare
Kiss Of Fire (El Choclo),Louis Armstrong
Kissed By Nature,Eliane Elias
Kisses in the Rain,Rick Braun
Kiss-Kiss Blues,Juan Gonzalez Trio
Kittiwake,Sam Burckhardt
Klook's Shadow,Pierre Michelot and his Orchestra
Knickerstomp,Knickerbocker
Knock Me A Kiss,Louis Jordan
Knock On Wood,Phil Upchurch & Chaka Khan
Knockin' On Heaven's Door,Randy Crawford
Koala Land,Claude Diallo Situation
Koenig's Gig,John Allred Quartet
Koop Island Blues,Koop
Krazy Kapers,JCT All Stars
Krokus,Jörg Schneider
La belle dame sans regrets,Chris Botti
La bêtise,François Lindemann
La Bohème,Alis
La boîte de jazz,Bill von Arx Orchestra
La città delle donne,Martin Abbuehl's Swing Express
La foule,Richard Galliano & Sylvain Luc
La Gitane,Gismo Graf Trio
La grande mer,Hot Strings
La haut sur la montagne,Beat Kaestli
La hora,Ramona Horvath Trio
La Javanaise,Jacky Terrasson
La javanaise,Jasette
La Javanaise,Kafébleu
La leçon des choses,Alain Guyonnet Big Band
La Li Lu,Nostalgie Swingers
La lune,Fere's Hot Strings
La Marseillaise,Jacky Terrasson
La mer (Beyond The Sea),Biréli Lagrène
La musse,Kora Jazz Trio
La pioggia di Vancouver,Pippo Pollina
La Place Street,"Bernard ""Pretty"" Purdie"
La primavera,El Niño Machuca
La ramba,Big Band de Suisse Romande
La rive gauche,Klezmeyers
La Rosita,Bob Rockwell Quartet
La Roulotte,Hot Antic Jazz Band
La Salle,Urbie Green
La Sitiera (The Small Farm),Chucho Valdes
La tête à l'envers,Volver
La valse d'Oscar,François Ingold Trio
La vie à deux,Sinamon
La vie en rose,Barney Wilen
La vie en rose,Louis Armstrong & Sy Oliver Orchestra
La vie en rose,Michel Legrand
La vie en rose,Silvie Rider-Young
La vie en rose (French Version),Laura Fygi
La vita è bella,Claudio Passilongo
La Ziberlette,Michael Hodel
Labor Of Love,Yvonne Moore
L'accordéoniste,Richard Galliano & Sylvain Luc
Lady Be Good,Alexandre Cellier & Jean Duperrex
Lady Be Good,Cleo Laine
Lady Be Good,Count Basie Kansas City Seven
Lady Be Good,Etta Jones
Lady Be Good,Hot Club De Surprise
Lady Be Good,Ladwig's Dixieland Kapelle
Lady Be Good,Ralph Sutton & Johnny Varro
Lady Be Good,Ready Mix
Lady Be Good,Swing Makers
Lady Be Good,Teddy Wilson Orchestra
Lady Bird,Geo Voumard Trio feat. Kurt Weil
Lady Bird,HUK's Eleven
Lady Day And John Coltrane,Giacomo Gates
Lady Love,Freddy Cole
Ladybird,Terry Smith Quartet
Lagrimas negras,Moca y Cubita
Laid Back,Coxless
L'âme des poètes,Barney Wilen
Lament,Dusko Goykovich
Lament,Tommy Flanagan Trio
Lamento Cubano,Bebo Valdés Trio
Lands End,Clifford Brown - Max Roach Quintet
Landscape,Inside Out
Lanta,Piano Seven
Largo (Concerto F minor BMV 1056),Jacques Loussier
Lars Meets Jeff,Gianni Basso Quartet
Larson's Blues,Oli Silk feat. Paul Brown
Larue,Kenny Dorham
Last Blues,Slidestream
Last Call,Gentlemen And Gangsters
Last Chance,Gianfranco GFN
Last Christmas,Till Brönner
Last Lost Love,Romano Mussolini
Last Night,Larry Goldings feat. Maceo Parker feat. Fred Wesley
Last Touch,Olivier Rogg & Lee Maddeford
Last Two Dollars,Ron Cartel And The House of Mojo
Lately,George Benson
Latin America,Cedar Walton
Latin Flute,Eumir Deodato
Latin From Manhattan,Brian Charette
Latin Haze,Oli Silk feat. Marc Antoine
Latin Toms,Trio Vibes Interplay
Latina,Orgzeptor
Latino Blue,Cedar Walton
Latino Lover,Mya N
Laughin' And Clownin',Otis Rush
Laundromat Blues,Albert King
Lauri,Swiss Jazz Orchestra & Michael Zisman
Laurita,Richard Galliano & Eddy Louiss
Lay It On Me,Brian Simpson feat. Euge Groove
Lazy,Amélie Junes
Lazy Afternoon,The Bouncing Bits
Lazy Mood,Allan Vaché And Friends
Lazy Mood (Love's Got Me In A...),Bobby Troup
Le boléro des contrôlerus,Martin Abbuehl's Swing Express
Le coucher du soleil,Robert Lakatos Trio
Le dije a una rosa,Omara Portuondo
Le Luci di Broadway,Claudio Ottaviano
Le notti di Cabiria,Enrico Pieranunzi
Le parapluie,Alis
Le Soir,Biréli Lagrène Gipsy Trio
Le Tien,Stéphane Grappelli & Pierre Cavalli
Le vent crie Mary (The Wind Cries Mary),Blues De Luxe
Le vieux chalet,Nicolas Hafner Swisstet
Le voyage,François Lindemann
Lead Me On,Randy Crawford & Joe Sample
Lean On Me,Gene Harris & Curtis Stigers
Lean On Me,Lynne Arriale Trio
Learn To Fly,Antje Uhle Trio
Learnin' The Blues,Katie Melua
Learnin' The Blues,Matt Dusk
Learning The Blues,Sinatra Tribute Band & Max Neissendorfer
Leave It To You,Lucy Woodward
Leave Me Alone,Rudy Rotta
Lee's Lament,Junior Mance Trio
Leila,Pietro Paganelli
L'Elfe,Philippe Pilon Quartet
Lembra de Mim,Grégoire Maret
Lemon Twist,John Pizzarelli with The George Shearing Quintet
L'emprise,Pierre Christophe Quartet
Lena em Novembro,Marcos Jimenez Trio
Lend Me An Ear,Thomas Moeckel
Lenny,Stevie Ray Vaughan and Double Trouble
Lento,Youn Sun Nah
Leopard,Limmazonas
Leroy's Blues,Jack Sheldon Quintet
Les anges dans nos campagnes (Gloria in excelsis deo),Tin Tin Deo
Les demoiselles de Rochefort,Trio Garcia feat. Gilles Barikosky
Les Doigts dans la Bossa,Les Doigts de l'Homme
Les eaux de mars (orig.: Aguas de março),Stacey Kent
Les étoiles,Melody Gardot
Les feuilles mortes,Willy Bischof
Les flots du Danube = Donauwellen,Diknu Schneeberger Trio
Les Is Mo,Yellowjackets
Les moulins de mon coeur,Jan Lundgren Trio
Les paradis artificiels: 2. La fuite,Khalil Chahine& Richard Galliano
Les parapluies de Cherbourg (I Will Wait For You),Cojazz meets Bruno Spoerri
Les petites soeurs,Les Nouveaux Monstres
Les tricheurs,JATP All-Stars
Les tricheurs,Roy Eldridge
Les yeux noirs,Hot Club De Surprise
Lester Leaps In,Oscar Peterson & Count Basie
Lester Leaps In,Swiss Swing Orchestra
Lester Leaps Sideways,Dominik Schürmann
Lester People,Larry Vuckovich
Lester's Bounce,Three Tenors Of Swing
Let Go,Doc Powell
Let It Be,Leonardo Pedersen's Jazzkapel
Let It Be Me,Inger Marie Gundersen
Let It Be Me,Stewy von Wattenwyl Trio
Let It Rain,Deb Ryder
Let It Snow,Bob Conti Quartet
Let It Snow,Count Basie Orchestra feat. Ellis Marsalis Jr.
Let It Snow,Dianne Reeves
Let It Snow,Dixie Jazz Players
Let It Snow,Lara & Reyes
Let It Snow!  Let It Snow!  Let It Snow!,Steve Tyrell
Let It Snow,Michel Legrand feat. Jamie Cullum
Let It Snow,"Philipp ""Phil"" Rellstab"
Let It Snow,Rosemary Clooney
Let It Snow,Sackville All-Stars
Let It Snow,Silvan Zingg Trio
"Let It Snow, Let It Snow",Diana Krall feat. Clayton/Hamilton Orchestra
"Let It Snow, Let It Snow",Joe Pass
"Let It Snow, Let It Snow",Ray Brown Trio
"Let It Snow, Let It Snow, Let It Snow",Aaron Neville
"Let It Snow, Let It Snow, Let It Snow",Boots Randolph & Tommy Newsom & His Jazztet
Let It Snow! Let It Snow! Let It Snow!,Brian Setzer Orchestra
Let It Snow! Let It Snow! Let It Snow!,Cyrille Aimée
Let It Snow! Let It Snow! Let It Snow!,Ella Fitzgerald
Let It Snow! Let It Snow! Let It Snow!,George Shearing Quintet
"Let It Snow, Let It Snow, Let It Snow",Glenn Miller Orchestra
Let It Snow! Let It Snow! Let It Snow!,Joe Williams
Let It Snow! Let It Snow! Let It Snow!,Michael Bublé
"Let It Snow, Let It Snow, Let It Snow",Seal
Let Me Be The First To Know,Catherine Russell
Let Me Be Your Lover,Dominic Schoemaker
Let Me Go Home Whiskey,"Kenny ""Blues Boss"" Wayne"
Let Me Love You,Johnny Hartman
Let Me Off Uptown,Anita O'Day and the Gene Krupa Orchestra
Let Me Play With Your Poodle,Delta Boys
Let The Good Times Roll,B. B. King
Let The Good Times Roll,Othella Dallas
Let The Good Times Roll,Pepe Lienhard Big Band
Let The Good Times Roll,Ray Charles & Count Basie Orchestra
Let The Good Times Roll,Stanislaw Soyka & Roger Berg Big Band
Let The Swing Come Around,Swing de Paris
Let There Be Love,Alexia Gardner
Let There Be Love,Chris Botti feat. Michael Bublé
Let There Be Love,Nat King Cole & George Shearing
Let There Be Love,Silje Nergaard
L'été Indien,Fere Scheidegger & His Anniversary Band
Let's Call the Whole Thing Off,Alexia Gardner
Let's Call The Whole Thing Off,Billie Holiday
Let's Call The Whole Thing Off,Ella Fitzgerald & Louis Armstrong
Let's Call This,Wycliffe Gordon
Let's Cool One,Clark Terry & Max Roach
Let's Do It,Dinah Washington
Let's Do It,Eartha Kitt
Let's Do It,Louis Armstrong & Oscar Peterson
"Let's Do It, Let's Fall In Love",Nina Bradlin
Let's Do It (Let's Fall In Love),Willy Schmid Quartett
Let's Face The Music And Dance,Alexander Thoma
Let's Face The Music And Dance,Anita O'Day
Let's Fall in Love,Charlie Byrd Trio feat. Scott Hamilton
Let's Fall In Love,Diana Krall
Let's Fall In Love,Gerry Mulligan & Stan Getz
Let's Fall In Love,Hank Jones
Let's Fall in Love,Johnny Smith
Let's Fall In Love,Louis Armstrong & Oscar Peterson
Let's Get Away From It All,John Sheridan Trio
Let's Get It On,Marvin Gaye
Let's Get Lost,Chet Baker
Let's Go Down,Thorbjørn Risager
Let's Go Get Stoned,John Scofield
Let's Have A Party,Harald Schwer Quintett
Let's Party!,Hammer
Let's Stay Together,Eric Alexander
Let's Straighten It Out,Philipp Fankhauser
Let's Swing: In The Mood / Bei mir bist du schön / Trumpet Blues / Sing Sing Sing (Medley),Pepe Lienhard Big Band
Let's Try And Talk It Over,Tommy Ridgley
Levi's Blues (Dedicated To Ray Brown),Niels Lan Doky Trio Montmartre
Liberation Anthem,Fanakalo Trio
Libertango,Art de Passage
Libertango,Michael Zisman / Sebastien Fulgido / Matthieu Michel / William Evans / Wolfgang Zwiauer / Billy Cobham
Liberty City,Swiss Jazz Orchestra feat. Peter Erskine & Mike Mainieri
Liebesleid (Love's Sorrow),Echoes Of Swing
Liebestraum,Ike Quebec
Lies,Eric Clapton
Life Is A Groove (Jordu),Karrin Allyson & Nancy King
Life Is A Song,Three's A Crowd
Life Is Just a Bowl of Cherries,Carmen McRae
Life Is Just A Bowl Of Cherries,Holly Cole
Life Of Trouble,Little Willie Littlefield & The Jivin' Jewels
Life's A Roller Coaster,Richard Morgan
Lifetime,Randy Weston Trio with Cecil Payne
Light In The Dark,Claudio Roditi & Klaus Ignatzek
Lígia,Till Brönner
Like A Breath Of Spring,Jenny Evans
Like A River,Alex Jønsson
Like A Star,Laura Fygi
Like James P.II,Longstreet Jazz Band
Like Someone In Love,Diana Krall
Like Someone In Love,George Robert & Metropole Orchestra
Like Someone In Love,Hank Jones
Like Someone In Love,Lars Gullin
Like Someone In Love,Riccardo Garzoni
Like Someone In Love,Saxophone Connection
Li'l Darlin',George Scheibel Big Band
Li'l Darlin',Joe Pass
Li'l Darlin',Rossano Sportiello
Lil' Darlin',Stanley Jordan
Lil' Darlin',Steamboat Rats Jazz Band
Lil' Darling,Harry Allen Quintet
Li'l Darling,Mary Stallings
Li'l Darling,Monika Wislicka
Lillie,Milt Jackson
Lilly,Pink Martini
Lily Of The Valley,Michael Steiner
Lily Was Here,David A. Stewart & Candy Dulfer
Limbo Jazz,Duke Ellington & Coleman Hawkins
Lime Juice,Arthur Lipner
Limehouse Blues,Bob Wilber And The Three Amigos
Limehouse Blues,P.S. Corporation
Limehouse Blues,Serge Vuille Trio
Limone's Blues,Frank Vignola
Line For Lyons,Daniel Humair
Line For Lyons,Gerry Mulligan Quartet
Line for Lyons,Paul Desmond Quartet
Linus Tells Charlie,David Benoit Trio
L'inverno l'e passato,Michel Weber - Mike Goetz Swingtet
Liqueur De Swing,California Sunshine Boys
Liquor Dreams,Moritz Peter Quartet
Lisa,Chris Botti
Listen Here / Cold Duck Time,Poncho Sanchez
Listen Here,Gene Harris Quartet
Listen Here,Jazz Rock Experience
Listen Here,Robi Weber Quartet
Little Bird Song,Jessica Williams
Little Black Train,Indra Rios-Moore
Little Boy,Ray Brown Trio & Diana Krall
Little Brown Jug,Dai Kimoto And Swing Kids
Little By Little,Jimmy Johnson & The Chicago Dave Blues Band
Little Drummer Boy,Count Basie Orchestra
Little Drummer Boy,Dave Koz & Rick Braun
Little Drummer Boy,Jeff Linsky / Michael Spiro
Little Esther,Deborah Brown
Little Girl,Howard Roberts
Little Girl,John Pizzarelli Trio & Don Sebesky New York All-Star Big Band
Little Girl,Martin Lechner
Little girl,Oscar Peterson
Little Girl Blue,Stan Getz
Little Jazz,Jazz Band Ball Orchestra
Little Joe From Chicago,Home Cookin' feat. Brenda Boykin
Little John Special,Lucky Millinder and his Orchestra
Little Linda,Spyro Gyra
Little Lulu,Bodil Niska
Little Neeley,Dan Nimmer Trio
Little Peace In C For U,Stéphane Grappelli & Michel Petrucciani
Little Queen Of Spades,Eric Clapton
Little Rain,Eric Bibb
Little Sister,Jagun
Little Susie,Ray Bryant
Little Susie,Robi Weber Trio
Little White Chapel,Walter Lang Trio
Little Wing,Adrien Moignard
Little Wing,Christy Doran & Erika Stucky
Live Alone And Like It,Cyrille Aimée
Live The Love,Rita Share
Living To Die,Marquise Knox
Llanera,Billy Cobham And Asere
Lloro tu despedida,Ike Quebec
"Lo, How A Rose E'er Blooming",Eric Reed
Lockdown,Chuck Loeb
Loie,Ike Quebec
Loie,Kenny Burrell
Lolita,Larry Vuckovich
London Bridge Is Falling Down,Dominic Alldis Trio
Lonely Avenue,Lilly Martin
Lonely Avenue,Taj Mahal
Lonely Boy,Flo's Jazz Casino feat. Clemens Ebenbichler
Lonely Boy Blues,Jay McShann
Lonely In This Town,Philipp Fankhauser
Lonely Man,Nina Attal
Lonely Moments,Marian McPartland
Lonely Town,Blossom Dearie
Lonesome Christmas,Eric Clapton
Lonesome In My Bedroom,Walter Liniger & The Checkerboard Blues Band
Lonesome Lover,Billy Taylor Trio
Lonesome Lover Blues,Kenny Dorham Quintet
Lonestar,Norah Jones
Long Ago And Far Away,Dave McKenna / Scott Hamilton / Jake Hanna
Long Ago And Far Away,Erich Gandet Quintet
Long Distance Waltz,Daniel Stelter
"Long Is The Time, Hard Is The Road",Chris Rea
Longing,Lynne Arriale
Longing,Nadav Snir-Zelniker Trio
Longing For You,Yoshiko Kishino
Lonnie's Lament,Jessica Williams Trio
Look For The Silver Lining,Ruth Young
Look For The Silver Lining,Sonny Stitt
Look here,Ben Sidran
Look To The Sky,Simon Wyrsch Quartet
"Look What They've Done To My Song, Ma",Ray Charles
Look What You've Gone And Done,Larry Alexander
Look-A-Here,Ramsey Lewis
Looking At The World Thru Rose Colored Glasses,Sinatra Tribute Band & Max Neissendorfer
Looking Back,Johnny Adams
Looks Like December,Antonio Carlos Jobim
Loose As A Goose,Peter Wildbolz Unit
Loose Blues Booze,Cojazz meets Bruno Spoerri
Lorelei,Bill Charlap Trio
Lorena,Fernando Fantini
Lorraine,Chucho Valdés
Lorraine Blues,Claude Bolling Spécial Show
Lorraine Blues,Fere Scheidegger & His Anniversary Band
Lorsque Django Jouait,Gus Viseur
Los amigos,Klazz Brothers & Cuba Percussion
Los brujos de Cisano,ETH Big Band Zürich
Lose My Number,Bill Evans feat. Les McCann
Losing Hand,Blues Band
Lost In The Memory,Chris Walden Big Band feat. Courtney Fortune
Lost In The Memory,Courtney Fortune
Lost Penny In Havanna,Marc Hunziker Trio
Lotus Blossom,Duke Robillard feat. Kelley Hunt
Lotus Blossom,"Dusko Goykovich, Scott Hamilton"
Lotus Blossom,Jimmy Witherspoon
Louenesee,Michel Weber - Mike Goetz Swingtet
Louise,Stan Getz & Lionel Hampton
Louisiana,Barney Kessel
Louisiana,Bobby Gordon and Dave McKenna
Love,Ernestine Anderson
Love,Nat King Cole
L-O-V-E,The Miriam Dee Band
Love And Deception,Dusko Goykovich
Love For Sale,Apero Jazz Quintett
Love for Sale,Benny Green & Russell Malone
Love For Sale,Cannonball Adderley
Love For Sale,Gildas Boclé
Love For Sale,Heather Masse and Dick Hyman
Love For Sale,Helen Schneider
Love For Sale,Intrioduction
Love For Sale,Pat's Big Band
Love For Sale,Ronnie Cuber
Love For Sale,Vanessa Rubin
Love Her With A Feeling,Taj Mahal
Love Is A Many Splendored Thing,Keith Jarrett Trio
Love Is A Simple Thing,Johnny Varro
Love Is Here To Stay,Ella Fitzgerald & Louis Armstrong
Love Is Just Around The Corner,George Shearing
Love Is The Answer,Jenny Evans
"Love It, Change It Or Leave It",Sabine Fiegl
Love Letter,Jan Lundgren Trio
Love Letters,Eddie Harris Quartet
Love Letters,Philipp Stauber
Love Locked Out,Dexter Gordon
Love Locked Out,Johnny Varro
Love Lost And Found,Mel Brown
Love Makes The Changes,Ernestine Anderson
Love Me,Gabriela Martina
Love Me Like A Man,"David ""Dave"" Ruosch / Christina Jaccard"
Love Me Like A Man,Karrin Allyson
Love Me Like That,"John ""Juke"" Logan with The Juke Rhythm Band"
Love Me Like You Say,Pat Wilder and Serious Business
Love Me Or Leave Me,Four For The Blues feat.Janet Dawkins
Love Me Or Leave Me,Lester Young - Teddy Wilson Quartet
Love Me Or Leave Me,Nina Simone
Love Me Or Leave Me,Sarah Peng & John Ward Trio
Love Me Or Leave Me,Statesmen Of Jazz
Love On My Mind,Ray Charles & Milt Jackson
Love Signals,4some blues
Love The Little Things (Laiskotellen),Niels Lan Doky Trio
"Love Theme From ""Spartacus""",John Abercrombie
Love Theme (The Godfather),Richard Galliano
Love To Love You Less,Nikka Costa
Love Turns Winter To Spring,June Christy
Love Walked In,Anthony Wonsey
Love Walked In,Benny Carter & The Ray Brown Trio
Love Walked In,Hank Jones
Love Walked In,Marc Hemmeler & Ray Brown
Love Walked In,Warren Bernhardt
Love Without Money,Joe Williams & Shirley Horn
Love You Madly,Daryl Sherman
Love You Madly,Doodlin'
Love You Madly,Ella Fitzgerald
Love You Madly,Gary Burton
Love You Madly,Marian McPartland's Hickory House Trio
Love You Madly,Mel Tormé & Cleo Laine
Love Your Spell Is Everywhere,Curtis Fuller Quintet
