Everyday I Have The Blues,Checkerboard Blues Band
Everyday (I Have The Blues),Diane Schuur
Everyday I Have The Blues,Jimmy McGriff
Everyday I Have The Blues,Jon Hendricks
Everything Depends On You,Eliane Elias
Everything Happens To Me,Virginie Teychené
Everything Happens To Me,Antti Sarpila Quartet
Everything Happens To Me,Bill Charlap
Everything Happens To Me,Jimmy Raney
Everything Happens To Me,Rebecca Cavanaugh
Everything Happens To Me,Stephan Abel feat. Ken Norris
Everything I Do Is Wrong,Philipp Fankhauser
Everything I Do Is Wrong,The Checkerboard Blues Band
Everything I have is yours,John Pizzarelli
Everything I Love,Renee Rosnes
Everything I've Got,Art van Damme
Everything I've Got,Ella Fitzgerald
Everything I've Got Belongs To You,Charlie Byrd
Everything I've Got Belongs To You,Jane Monheit
Everything I've Got Belongs To You,Lilly Thornton
Everything I've Got Belongs To You,Morgenthaler & Solimine
Everytime At Christmas,Furbaz
Evil Gal Blues,Margie Evans & The Checkerboard Blues Band
Evil Gal Blues,Terry Gibbs & Barbara Morrison
Evil Ways,Zurich Airport Orchestra
Ev'rytime We Say Goodbye,George Masso Tentet
Exactly Like You,Ballroom Buskers
Exactly Like You,Charly Antolini
Exactly Like You,Diana Krall
Exactly Like You,Dianne Reeves
Exactly Like You,Dizzy Gillespie & Stan Getz
Exactly Like You,Maurice
Exactly Like You,Nat King Cole Trio feat. Jack Costanzo
Exactly Like You,Oscar Peterson Trio & Herb Ellis
Exactly Like You,Ray Brown Trio
Exactly Like You,Tony Bennett & K. D. Lang
Exactly Like You,"Werner ""Wieni"" Keller Trio"
Exil,Ken Wood Septet
Exit Music (For A Film),Brad Mehldau
Extempore,Clifford Jordan
Extended Blues,Count Basie & Oscar Peterson
F. Queen Blues,Sylvie Bourban
Fabulous Swing Kid,Tape Five
Face To Face,Richard Galliano
Fais comme l'oiseau,Nicolas Hafner Swisstet
Fajista,Gerry Mulligan & Ben Webster
Fallen Feathers,Cannonball Adderley
Falling Grace,Moncef Genoud Trio
Falling Grace,Thomas Dobler & Kenny Drew Jr.
Falling In Love With Love,Chris Connor & The Hank Jones Trio
Falling In Love With Love,Clifford Brown & Helen Merrill
Falling In Love With Love,George Robert & Metropole Orchestra
Falling In Love With Love,Jeff Barone
Falling in Love with Love,John Pisano
Falling In Love With Love,Johnny Pate
Falling In Love With Love,Junior Mance Trio
Falling In Love With Love,Suite 5
Falsa baiana,João Gilberto
Family Of Man,Anita Baker
Fantail,Swiss Swing Orchestra
Fantaisie impromptu,Marc Hunziker Trio
Fantasie,Angelo DeBarre Quartet
Far Wes,Jürg Metzger Quartet
Farbfoto,Michel Weber - Mike Goetz Swingtet
Farewell,Adrian Mira
Farewell,Georges Burki & Dani Solimine
Farewell,Peter Wildbolz Unit
Fascinating Rhythm,Jeff Hamilton Trio
Fascinating Rhythm,Mark O'Connor's Hot Swing Trio feat. Jane Monheit
Fascination,Nat King Cole
Fashion Trip,Toby Fichelscher
Fast Boogie,Piano Connection
Fata Morgana,Gianni Basso Quartet
Fats Meets Erroll,Pierre Christophe Quartet
Fatso,Bill Doggett
Favela,Ike Quebec
FBT (Radio Edit),Daniel Blanc Quartet
Feel Like Makin' Love,Roberta Flack
Feel So Bad,Ray Charles
Feel The Gospel,J. M. Rhythm Four
Feel The Sway,Matt Wilson
Feeling Good,Halie Loren
Feeling Good,Michael Bublé
Feeling Good,Roswell Rudd
Feeling Lonesome,Louis Mazetier
Feelings,"Harry ""Sweets"" Edison"
Feels Right,Curtis Stigers
Felicidade,Joe Henderson
Feliz Navidad,Lara & Reyes
Feliz Navidad,Laura Pausini & Patrick Williams Orchestra
Feliz Navidad,Pete Escovedo & Ray Obiedo
Festival,Steve Nelson Quartet
Festival Django,Gismo Graf Trio
Festival Minor,Gerry Mulligan Sextet
Fever,Big Band Jugendmusik Zürich 11
Fever,Joe Sample feat. Lalah Hathaway
Fever,Kenny Burrell & Jimmy Smith
Fever,KonFusion
Fever,Lada Kummer
Fever,Malia / Boris Blank
Fever,Mongo Santamaria
Fever,Othella Dallas
Fever,Peggy Lee
Fever,Ray Charles & Natalie Cole
Fever,Sam Butera and The Witnesses
Fibre de verre,Paris Combo
Fidgety Feet,Dutch Swing College Band
Field Of Lavender,Solarmariel
Fields Of Gold,Rachel Z
Fifty-six,Big Band de Lausanne
Filomena e fedegoso,Diana Miranda
Final Inspection,Groovin' J 5
Finally,Centerpiece
Fine And Dandy,Scott Hamilton
Fine and Dandy,Wynton Kelly
Fine And Mellow,Blue Flagships feat. Christina Elisabeth Jaccard
Fine And Mellow,Dee Dee Bridgewater
Fine And Mellow,Eva Cassidy
Fine And Mellow,José James
Fine And Mellow,Ruth Brown
Fine Brown Frame,Lou Rawls & Dianne Reeves
Fine Brown Frame,Ruth Brown & Thad Jones - Mel Lewis Orchestra
Finger Buster,Maurice Imhof
Fire And Rain,Al Jarreau
Firmin,Sylvie Bourban
First Class,Martin Abbuehl's Swing Express
Fish Fare,Jeff Golub
Fiso Place,Biréli Lagrène Ensemble
Five Brothers,Gerry Mulligan Quartet
Five Brothers,Jörg Enz Organic Trio
Five Brothers,Keith Jarrett
Five Note Calypso,Michael Bohland Trio
Five O'Clock In The Morning,Dusko Goykovich
Five O'Clock In The Morning,Milt Jackson & Joe Williams
Five Pound Box Of Money,"Michelle ""Evil Gal"" Wilson"
Five Spot After Dark,Art Farmer
Flamingo,Cal Tjader
Flamingo,Frank Rosolino
Flamingo,Wynton Marsalis
Flat Foot Floogie,Hot Strings feat. Ray Everitt
Flick Trick,Walt's Blues Box
Flight Of The Foo Birds,Harry Allen & Scott Hamilton
Flight Of The Foo Birds,Pat's Big Band
Flintstones,Erich Nussbaum
Flintstones II,Herb Ellis and Guests
"Flip, Flop And Fly",Steppin Stompers & Josephine Pee
Flor D'Luna (Moonflower),Carlos Santana
Floyd Gets A Gig,Larry Coryell
Flute Blues (Radio Edit),Daniel Blanc Quartet / Memb.
Fly Away,Dominic Schoemaker
Fly Me To The Moon,Beat Baumli & Dani Solimine
Fly Me To The Moon,Carol Sloane
Fly Me To The Moon,Diana Krall
Fly Me To The Moon,Eldar Djangirov
Fly Me To The Moon,Frank Sinatra & the The Count Basie Orchestra
Fly Me To The Moon,Joey DeFrancesco's Goodfellas
Fly Me To The Moon,Let's Go Big Band & Bonnie Jeanne Taylor
Fly Me To The Moon,Sophisticated Lady
Flying Home,Benny Goodman Orchestra
Flying Home,Benny's From Heaven
Flying Home,Sazerac Swingers
Flying Home,Swing Makers feat. Hazy Osterwald
Flying Home,Teddy Wilson / Isla Eckinger / Peter Giger
Flying Over Rio,Wolfgang Lackerschmid & The Brazilian Trio
Flying South,Talk About Us
Foggy Night,Kirsten Gustafson
Foggy Nights,Budd Johnson
Fool,Kate Becker Project
Foolin' Myself,Wynton Kelly
Fools Fall In Love,John Pizzarelli
Fools Rush In,Harold Mabern with Norah Jones
Fools Rush In,Houston Person
Fools Rush In,Lionel Hampton
Footprints,Grégoire Maret
For All We Know,Dunstan Coulber Quartet
For All We Know,Houston Person
For All We Know,Paul Desmond Quartet
For All We Know,Stephane Belmondo feat. Gregory Porter
For Clark,Justin Kauflin Trio
For Ellington,Modern Jazz Quartet
For George,Richard Lipiec Quartet
For Grappelli,Dorado Schmitt Family
For Heaven's Sake,Tina Brooks
For Jobim,Markus Bischof Trio
For Lena And Lennie,Quincy Jones - Sammy Nestico Orchestra
For L.R.P.,Søren Bebe Trio
For Milt,Bobby Watson
For Minors Only,Chet Baker & Art Pepper Sextet
For Mods Only,Chico Hamilton
For My Brother,Sandro Schneebeli World Music Group feat. Michael Zisman
For Once In My Life,Enrico Orlandi & Lake Side Jazz Orchestra
For Once In My Life,Michael Bublé
For Sentimental Reasons,Rosenberg Trio
For The Saints,Cyrus Chestnut
For What It's Worth,Livejazz.ch feat. Brandy Butler
For You,Elsie Bianchi Trio
For You,Giovanni Russo & Rubber Soul
For You My Love,Lou Rawls
Forget Me,Sandy Patton
Fotografia,Paola Arnesano
Fotografias no coração,Rea Som
Four,Apero Jazz Quintett
Four,John Bunch
Four,Johnny Varro
Four,Mallet-Horn Jazz Band
Four Brothers,Daccordeon Quartet
Four Brothers,J. M. Rhythm Four
Four Brothers,Manhattan Transfer
Four Brothers,Milt Buckner
Four Five Six,Dani Felber Big Band
Four Little Boys,Lucky Peterson
Four On Six,Isla Eckinger & Riner Scivally
Four Plus Four,Jay And Kai Trombone Octet
Fourmost,"Eddie ""Lockjaw"" Davis, Buddy Tate, Coleman Hawkins & Arnett Cobb"
Fragile,Cassandra Wilson
Fragile,Cologne Saxophone Quintet feat. Bob Mintzer
Fragile,Holly Cole & Jesse Cook
Fragile,Peter Schärli
Fragile,Robert Lakatos Trio
Fragile Youth,TwoBones
France,Keb' Mo'
Francisca,Pierre-Luc Vallet Trio
Frankie,Dutch Swing College Band feat. Margriet Sjoerdsma
Frankie And Johnnie,J. J. Johnson
Frank's Blues,Butch Miles
Freaky Eyes,Rolf Kühn
Freddy Freeloader,Hazy Osterwald
Free And Easy,Kathy Kosins
Freedie Freeloader,Ken Wiley
Freedom Jazz Dance,Gustav Csik Trio
Frenesí,Linda Ronstadt
Frenesie,J.M.Rhythm Four & Peter Appleyard
Frenzelosa (Choro No.2),Hendrik Meurkens / Gabriel Espinosa with Anat Cohen & Antonio Sanchez
Friday Night Shuffle,Larry Carlton
Friday's At My Door,Tcha Simmons
Friends,Tympanic Jazzband
Frim Fram Sauce,Diana Krall
Frim Fram Sauce,Red Hot Serenaders
Fröhliche Weihnacht,Quadro Nuevo
From C To Shining C,Rhoda Scott
From Me To You,Terry Gibbs
From Now On,Andreas Knecht
From Russia with Love,Lori Mechem Quartet
From The Bottom Of Your Soul,Joe And Dave
From The Hot Afternoon,Paul Desmond
From This Moment On,Antti Sarpila Quartet
Front Burner,"Clarence ""Gatemouth"" Brown"
Frosty Morning Blues,Cécile McLorin Salvant & Jean-François Bonnel Paris Quintet
Frosty The Snowman,Glenn Miller Orchestra
Frosty The Snowman,Harry Connick Jr.
Frosty The Snowman,Roy Hargrove
Frosty The Snowman,Sam Levine
Frosty The Snowman,Sinatra Tribute Band & Max Neissendorfer
Frosty's Rag (Frosty The Snowman),Anita Baker
Fruits Of Labour,Greasy
F.S.R.,Buddha's Gamblers
F.S.R. (For Sonny Rollins),Ray Brown Trio
Full Time Running,Swiss Jazz Orchestra feat. Heidi Happy
Fun In London,"Eddie ""Cleanhead"" Vinson"
Fun Time,Sammy Nestico & SWR Big Band
Fungi Mama,Daniel Blanc Quartet
Fungii Mama,Jimmy Smith
Funk In A Deep Freeze,John Bunch
Funk In Deep Freeze,Bodil Niska
Funked Feelings,Talk About Us
Funky K.C.,Jay McShann & Milt Buckner
Funky Tangy,L'Art De Passage
"Funny, But I Still Love You",Lillian Boutté
Funny How Time Slips,Lilly Martin & Philipp Fankhauser
Fuyuka,Francelet-Moser
G & C,Marco Guidolotti Quartet
Gabès,Serge Vuille Trio
Galaxy Express 999,ETH Big Band Zürich
Game Over,Fredrika Stahl
Gängster,André Kunz & Deep Sea
Gate City,Donald Byrd
Gate Swings Again,"Clarence ""Gatemouth"" Brown"
Gattito,Michel Petrucciani
"Gee Baby, Ain't I Good To You",Billie Holiday
"Gee Baby, Ain't I Good To You",Brenda Boykin & Jan Luley Trio
"Gee Baby, Ain't I Good To You",Danny Jazz Trio
"Gee Baby, Ain't I Good To You",Ella Fitzgerald & Louis Armstrong
"Gee Baby, Ain't I Good To You",George Shearing
"Gee Baby, Ain't I Good To You",Jimmy Witherspoon
"Gee Baby, Ain't I Good To You",John Scofield
"Gee Baby, Ain't I Good To You?",Karrin Allyson
"Gee Baby, Ain't I Good To You?",Oscar Peterson
"Gee Baby, Ain't I Good To You",Philippe Chrétien & Dani Solimine
"Gee Baby, Ain't I Good To You",RBQ René Bondt Quintett & Elisabeth Praxmarer
Gee Baby Ain't I Good To You,Ricci-Schürmann-Dühsler
"Gee Baby, Ain't I Good To You",Robi Weber Quartet
"Gee Baby, Ain't I Good to You",Tony DeSare
Gelsomina,Aldo Romano Quartet
Gentilino's Serenade,Flavio Ambrosetti
Gentle Blues,David Wildi Guitar Poetry
Gentle On My Mind,Bing Crosby With Count Basie And His Orchestra
Gentle Rain,Barbra Streisand
Gentle Rain,Fernando Fantini
Gentle Rain,Huub Jacobs
Gentlemen Are Hard To Find,Martin Lechner Band
George's Dilemma,Apero Jazz Quintett
Georgia,Clayton - Hamilton Jazz Orchestra
Georgia,Walter Lang Trio
Georgia (Georgia On My Mind),Jimmy Rosenberg Trio
Georgia Jubilee,Dan Barrett's International Swing Party
Georgia On My Mind,Don Byas
Georgia On My Mind,Hot Strings feat. Jasmin Scheidegger
Georgia On My Mind,Julien-François Zbinden
Georgia On My Mind,Loverfield Jazzband
Georgia on my mind,Plas Johnson
Georgia On My Mind,Rainer Sander Swing Wing
Georgia On My Mind,Ray Charles
Georgia On My Mind,Robi Weber Quartet
Georgia On My Mind,Wolverines Jazz Band & Wild Bill Davison
Get back,John Pizzarelli
Get Happy,Dave McKenna / Scott Hamilton / Jake Hanna
Get Here,Nils Landgren
Get Me To The Church,Sinatra Tribute Band & Max Neissendorfer
Get Me To The Church On Time,Matt Dusk
Get On The Soul Ship (It's Sailing),Crusaders
Get Out and Get Under the Moon,Doris Day
"Get Out Of My Life, Woman",Allen Toussaint
Get Out Of My Life Woman,Hammer
Get Out Of My Life Woman,Nils Landgren & Joe Sample
Get Out Of Town,Dick Johnson
Get Out Of Town,John Bunch
Get Out Of Town,Rosemary Clooney
Get Rhythm In Your Feet,Becky Kilgore John Sheridan And His Dream Band
Getcho Money Ready,Fred Wesley Band
Getting Ready,David Benoit Trio
Getting Some Fun Out Of Life,Madeleine Peyroux
Getting Some FunOout Of Life,Joe Williams & Dave Pell's Prez Conference
Ghetto Child,Shemekia Copeland
Ghost Lullabye,Caecilie Norby & Lars Danielsson
Ghost Of A Chance,Milt Buckner & Hal Singer
Ghost Of A Chance,Philippe Pilon Quartet
Ghost Of A Chance (I Don't Stand A Ghost Of A Chance with You),Oscar Pettiford Quartet
Ghost Town,Philippe Pilon Quartet
Gibraltar,Till Brönner
Gigi's Pad,Fats Sadi Quintet
Gimme That Wine,André Minvielle
Gingerbread Boy,Blue Mitchell
Girl From Jamaica,Metronome Quintett
Girl Of My Dreams,Chris Dawson
Girl Of My Dreams,Dizzy Gillespie & Stan Getz
Girl Talk,Alexia Gardner
Girl Talk,Cindy Bradley feat. Paula Atherton
Girl Talk,Ella Fitzgerald & Joe Pass
Girl Talk,Georgie Fame & Ben Sidran
Girl Talk,Sylvain Luc
Girl's Talk,Tomas Sauter & Daniel Schläppi
Git' You Time,Steve Lewandowski
Give Him The Ooh-La-La,Nicole Herzog - Stewy von Wattenwyl Group
Give Him The Oo-La-La,Lori Moran
Give It All,Mr. Blue and The Tight Groove
Give Me A Break (Unit 7),Karen Marguth
Give Me Five,Félix Stüssi
Give Me The Simple Life,J.J. Johnson - Kai Winding Quintet
Give Me 5,Albare
Give Your Heart To Me,Curtis Stigers
Glad That I've Found You,Claude Diallo Situation
Glad To Be Unhappy,Tommy Flanagan Trio
Gladys,Stan Getz & Lionel Hampton
Glam'n Gold,Maël
Gloomy Nights,Alex Hendriksen / Jean-Paul Brodbeck
Glorias Answer,Chet Baker / Wolfgang Lackerschmid
Glück ist eine Reise,Hot Strings
Gnid,Chet Baker
Go Back To The Country - Blues,Black Mountain Blues Band
Go Down Moses,Hampton Hawes
Go Down Moses,Louis Armstrong & Sy Oliver Orchestra
Go Down Sunshine,Odetta
Go Tell It On The Mountain,Joan Faulkner & Gustav Csik
Go Wes,In Mission Of Tradition
God Almighty Is Gonna Cut You Down,Starry Crown Quartet
God Bless My Solo,Illinois Jacquet
God Bless The Child,Charly Antolini Jazz Power
God Bless The Child,Gladys Knight
God Bless The Child,Stanley Turrentine & The Ray Brown Trio
God Bless The Child,Tony Bennett & Billie Holiday
God Rest Ye Merry Gentlemen,Boney James
God Rest Ye Merry Gentlemen,Dixie Jazz Players
God Rest Ye Merry Gentlemen,Ed Calle & Justo Almario
"God Rest Ye Merry, Gentlemen",George Shearing Quintet
God Rest Ye Merry Gentlemen,James Morrison Big Band
God Rest Ye Merry Gentlemen,Marian McPartland
God Rest Ye Merry Gentlemen,Richard Elliot
"God Rest You Merry, Gentlemen",Ellis Marsalis Jr.
"God Rest You, Merry Gentlemen",Jenny Evans
Godfather Theme,Armin Heitz Trio
Goin' Back,Peta Gammie
Goin' Crazy With The Blues,Hot Sardines
Goin' home,Ike Quebec
Goin' To Chicago Blues,Peggy Lee
Goin' To Church,David Ellington
Goin' To St. Louis,Mississippi Heat feat. Kenneth Hall
Going Back Home,Sadao Watanabe
Going Down Slow,Muddy Waters Tribute Band
Going Going,Peter Lenzin
Going Home,George Mraz & Karel Ruzicka
Gold Beach,Magnin & Co
Gold Rush,Ambassador Big Band
Golden Earrings,Frank Vignola & Vinny Raniolo
Golden Earrings,Jan Lundgren Trio
Golden Earrings,Ray Bryant Trio
Goldfinger,"David ""Fathead"" Newman"
Gone Fishin',Jeff Golub
Gone Fishin',Louis Armstrong & Bing Crosby
Gone With The Wind,Art Pepper
Gone with the wind,Art Tatum
Gone With The Wind,Dave Brubeck Quartet
Gone With The Wind,Esquire All-American 1946 Award Winners
Gone With The Wind,Wes Montgomery
Gonna Fly Now,Retro Brüder
Gonna Try,Sandy Patton & Sandro Schneebeli Group
Good Day,Peter White
Good Day For the Blues,Ruth Brown
Good Feelings,Urs C. Eigenmann
Good Grief,Gene Rodgers
Good Intentions,Lou Rawls
Good King Wenceslaus,Manfredo Fest
Good Morning Baby,Walt's Blues Box
"Good Morning, Blues",Count Basie Orchestra
Good Morning Blues,Ella Fitzgerald
Good Morning Blues,Fridolin's Heritage
Good Morning Blues,Roomful Of Blues
Good morning heartache,Billie Holiday
Good Morning Heartache,Ray Bryant
Good Morning Heartache,Schneeberger-Schürmann Quartett
Good Morning Heartache,Toots Thielemans & Laura Fygi
Good Morning Susie Soho,Ulf Wakenius
Good News From Fred,"Sauter, Joss and Bitterlin's Toy"
Good Old Days,Dusko Goykovich & Bigband RTS
Good Old Days,Jenny Evans
Good Old Days,Ken Peplowski
Good Old Wagon,Barbara Dane with Kenny Whitson Quartet
Good Queen Bess,André Previn
Good Queen Bess,Engelbert Wrobel's Swing Society
Good Queen Bess,"William ""Cat"" Anderson"
"Good ""Swing"" Wenceslas",Count Basie Orchestra
Good Time,Daniel Cerny & Dominant Backup
Good Time Christmas,Lou Rawls
Good To Love,Robben Ford
Goodbye Blues,Hot Potatoes Jazz Orchestra
Goodbye Means Hello,Regula Haener & My Dear Little Orchestra
Goodbye Pork Pie Hat,Béatrice Deslarzes
Goodbye Pork Pie Hat,"Milcho Leviev, Roman Dylag & Andy Lüscher"
Goodbye Sorrow,Nils Wülker
Good-bye Thomas,Olivier Truan
Goodfellas,Joey DeFrancesco's Goodfellas
"Goodnight, Ladies",The Three Sounds
Goodnight Song,André Kunz & Deep Sea
Goodtime Charlie,Small Town Buddy
Goody Goody,Sinatra Tribute Band & Kent Stetler
Goon Drag (Gone Wid De Goon),Echoes Of Swing
Gorille de Blues,Big Band de Suisse Romande
Gospel In My Tears,Cédric Chauveau Trio
Gospel-Otto,Elmar Frey Sextett
Gotta Gimme Whatcha Got,Christina Elisabeth Jaccard
Gotta See Baby Tonight,Louis Prima
Gracias a la vida,Quadro Nuevo
Grand Slam,Eddie Daniels & Gary Burton
Grandma's Hands (Radio Edit.),Gladys Knight
Gratis & Franco,Peter Jacques & DRS Big Band
Gravy Waltz,Alex Felix Jazz Club
Gravy Waltz,Charly Antolini
Gravy Waltz,Junior Mance Trio
Gravy Waltz,Kris Gayle
Gravy Waltz,Marc Hemmeler
Gravy Waltz,Shirley Scott & Stanley Turrentine
Greasy Sack Blues,Woody Herman And His Swinging Herd
Great Day In December,Christina Jaccard
Green Fields,Nils Landgren
Green Missing,Napoleon Washington
Green Onions,Bill Doggett
Green Onions,Martijn Schok & Silvan Zingg
Greensleeves,Coleman Hawkins
Greensleeves,Ellis Marsalis Jr.
Greensleeves,Kenny G
Greensleeves,Thomas Moeckel's Centrio
Greensleeves,Toots Thielemans
Grits And Gravy,Lou Donaldson
Groove Merchant,Full Steam Jazzband
Groove Merchant,John Cocuzzi
Groove Merchant,Kenny Burrell & The Jazz Heritage All-Stars
Groove Merchant,Oliver Jones & Hank Jones
Groove Yard,Dylan Cramer
Groove Yard,Pat Martino
Groovin',J. J. Johnson
Groovin' High,Milt Jackson
Groovus Mentus,Jack Sheldon Quintet
Grover's Groove,Rick Braun
Grown Up Christmas List,Fabrizio Bosso Quartet
Guajira For Chucho,Iguazù Acoustic Trio with Alex Acuña
Guaraldi Medley: Air Music / Christmas Is Coming / What Child Is This / O Tannenbaum,David Benoit Trio
Guarda Val,Dani Felber Orchestra
Guess I'll Hang My Tears Out To Dry,Jan Lundgren Trio & Eric Alexander
Guess Who's in Town,Daryl Sherman
Guggisbärg Lied,Michael Hodel
"Guide Me Home ""Jazz""",Thierry Lang
Guitar In My Hand,"Clarence ""Gatemouth"" Brown"
Gumbo Hump,Ray Brown Trio
Gutology,Charly Antolini
Gypsy Fire,Romane
Gypsy In My Soul,Johnny Guarnieri
Gypsy In My Soul,Johnny Smith
Gypsy In My Soul,Lester Young
Gypsy Rag,Romane
Hadouk,Didier Malherbe & Loy Ehrlich
Half An Era (Habañera),Frank Hailey - Eric Zukoski Trio
Half Nelson,Gerry Mulligan Quartet
Hallelujah,Chris Botti
Hallelujah,Henri Crolla
Hallelujah,Kalle Kalima
"Hallelujah, I Just Love Her So",Starry Crown Quartet
"Hallelujah, I Love Her So",Churchmice
Hallelujah I Love Her So,Harry Belafonte
Hallelujah I Love Him So,Alexia Gardner
"Hallelujah, I Love Him So",Eva Cassidy
Hallelujah I Love Him So,Nubya
Hammerklavier Jammer,Hammer
Hamnen,Tingvall Trio
Hamp's Hump,Sandro Schneebeli Boogaloo 4tet
Hand In Hand,Boney James
Handel With Care,AMAGONG (Association Mélomane des Amis du Grand Orchestre National de Gondwana)
Handy Man,Marlena Shaw
Hang On Little Tomato,Pink Martini
"Hang On, Little Tomato",Rainer Sander Swing Wing
Hank's Tune,Teddy Edwards
Hans'chie Swing,Moreno Trio
Haoua,Claude Diallo Situation
Happiness Is A Thing Called Joe,Nancy Wilson
Happy Blues,Poncho Sanchez
Happy Blues,SwingStringS
Happy Faces,"Hank Crawford & David ""Fathead"" Newman"
Happy Feet,Chris Flory Quintet
Happy Feet,Echoes Of Swing
Happy Go Lucky Local,Guy Lafitte
Happy Go Lucky Local (aka Night Train),Clark Terry
Happy Holiday Blues,Joe Pass
Happy Hour Blues,BBR
Happy Reunion,Sam Burckhardt
Happy Toes Rag,Frank Unzueta
Happy-Go-Lucky,Steven's 19 Big Band
Happy-Go-Lucky Local,Duke Ellington And His Orchestra feat. Paul Gonsalves
Hard Hearted Hannah,Ray Charles
Hard Times,Ben Paterson
Hard Times,"David ""Fathead"" Newman"
Hard Times,La Section Rythmique
Hard Times,Monty Alexander
Hard Times No One Knows,Ray Charles
Hard Way,Taj Mahal
Hark the Hearld Angels Sing,C.S. Heath
Hark! The Herald Angels Sing,Chet Baker
Hark! The Herald Angels Sing,Corky Hale
Hark! The Herald Angels Sing,Dave Koz & David Benoit
Hark! The Herald Angels Sing,Fourplay
"Hark, The Herald Angels Sing",Russ Freeman
Hark! The Herald Angels Sing,Take 6
Harlem Blues,Donald Byrd
Harlem Blues,Phineas Newborn Jr.
Harlem Bound,Steppin Stompers Dixieland Band
Harlem Bound,Swiss Yerba Buena Creole Rice Jazz Band & Jean-François Bonnel & René Hagmann
Harlem Nocturne,Barney Wilen
Harlem Nocturne,Ellingtonality
Harlem Nocturne,Herbie Mann
Hart & Herzlich,Guttenberger Brothers
Has Humankind Lost its Soul?,Blues Mystery
Hat's Dance,Jeff Hamilton Trio
Haunted House,Lonnie Johnson
Havana Moonlight,Spyro Gyra
Have A Break,Apero Jazz Quintett
Have A Nice Day,Sound of Swing Big Band
Have a Nice Day,Swiss Jazz Orchestra
Have You Met Chet?,Till Brönner
Have You Met Miss Jones?,Cojazz
Have You Met Miss Jones,Gene Ludwig
Have You Met Miss Jones?,Pepe Lienhard Big Band
Have You Met Miss Jones?,Robbie Williams
Have Yourself A Merry Christmas,Kenny Burrel
Have Yourself A Merry Little Christmas,Boots Randolph
Have Yourself a Merry Little Christmas,Dave Koz & Peter White
Have Yourself A Merry Little Christmas,Dexter Gordon Quartet
Have Yourself A Merry Little Christmas,Jenny Evans
Have Yourself A Merry Little Christmas,John Legend feat. Esperanza Spalding
Have Yourself A Merry Little Christmas,Ken Peplowski Quartet
Have Yourself A Merry Little Christmas,Lou Rawls
Have Yourself A Merry Little Christmas,Lounge Noir
Have Yourself A Merry Little Christmas,Madeleine Peyroux & Michel Legrand Orchestra
Have yourself a merry little christmas,Mark Cohen
Have Yourself A Merry Little Christmas,Pee Wee Ellis feat. Clare Teal
Have Yourself A Merry Little Christmas,Poncho Sanchez
Have Yourself A Merry Little Christmas,Silje Nergaard
Have Yourself A Merry Little Christmas,Singers Unlimited
Have Yourself A Merry Little Christmas,Stephen Scott
Have Yourself A Merry Little X-Mas,Diana Krall
Have Yourself A Merry Little X-Mas,Ella Fitzgerald
Have Yourself a Merry Little Xmas,George Cables Trio
Have Yourself A Merry Little X-Mas,Grover Washington Jr.
Have Yourself A Merry Little X-Mas,Lee Ritenour
Have Yourself A Merry Little X-Mas,Martin Schrack & Guests feat. Sandy Patton
Have Youself A Merry Little Christmas,Dianne Reeves
Hay Burner,Dani Felber Big Band Explosion
He Ain't Got Rhythm,Bob Brookmeyer
He Belongs To Me,Three Hours Past Midnight feat. Sugar Ray Norcia
Heads Up,Alive Saxtett
Heart First,Halie Loren
Heart Of Pain,Lucky Peterson
Heart String,Earl Klugh
Heartbreak Hotel,In Mission of Tradition
Heartstrings,Oscar Peterson Trio with Milt Jackson
Heaven Help Us All,Ray Charles & Gladys Knight
Heaven Hill,John Scofield
Heaven's Here,Red Mitchell
Heavy Juice,Scott Hamilton & Harry Allen
Helen's Bodydrag,Elmar Kluth Trio
Hell On Wheels,Amaury Faivre Duo
"Hello, Dolly!",Breda Jazz Festival Band
Hello Dolly,Buddy Tate & Wild Bill Davis
Hello Dolly,Louis Armstrong And His All-Stars
Hello Little Girl,The Count Basie Orchestra
Hello Love,Newbridge feat. Kissangwa Mbouta
Hello Miss Jessie Lee,Eddie Burns
Help Me Make It Through The Night,Alexia Gardner
Help Me Through the Day,John Mayall & The Bluesbreakers
Herb Stuffing,Johnny Jones
Herbies Clarinet Crash,New Riverside Jazzband
Here Comes Santa Claus,Jeff Golub
Here Comes Santa Claus,Puppini Sisters
Here Comes Santa Claus,Ramsey Lewis Trio
Here Comes Santa Claus,Steve Tyrell
Here Comes The Sun,Hot 'n Spicy
Here In My Arms,Ella Fitzgerald
"Here, There And Everywere",Appleton
"Here, There And Everywhere",James Morrison
"Here, There And Everywhere",Walter Lang Trio
"Here, There Everywhere",Jeff Hamilton Trio
Here To Stay,Marion Meadows
Here's Looking At You,Shirley Horn
Here's That Rainy Day,Benny Carter
Here's That Rainy Day,David Reinhardt Trio
Here's That Rainy Day,Dorothy Donegan
Here's That Rainy Day,Julian Bliss Septet
Here's That Rainy Day,Rahel Hadorn & Acoustic Stories
Here's To Life,Wolfgang Haffner
Hermit Blues,Chris Conz Trio
Hernando's Hideaway,Laurindo Almeida
He's A Real Gone Guy,Grant Green
He's A Tramp,Bette Midler
He´s Got The Whole World,Bigmatt Bigband feat. Rhonda Dorsey
He's Got The Whole World In His Hands,The Golden Gate Quartet
He's My Guy,Clifford Brown
Hesitation Blues,Larry Goldings & Madeleine Peyroux
